cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,enriched_embeddings
0.9355855845710919,0.9863259874854078,0.9934954524809597,0.983021819833414,0.975671880454489,orpha,3,0,50,277.14284014701843,0.36696362495422363,100,0.15,3,N/A,2.077986240386963,yes
0.9290509329639765,0.9780778051792545,0.9877284926560289,0.9680133178683904,0.9688914788914789,orpha,3,1,50,312.3866307735443,0.369006872177124,100,0.15,3,N/A,2.9279983043670654,yes
0.9443388549185651,0.9873299700835932,0.9949904094831631,0.9878927513710122,0.9840765139315865,orpha,3,2,50,321.2385604381561,0.4480020999908447,100,0.15,3,N/A,2.5259950160980225,yes
0.9511283402587751,0.9894741544016906,0.9936201855042435,0.9809839006940456,0.9769198488039068,orpha,3,3,50,364.52070784568787,0.3710041046142578,100,0.15,3,N/A,3.1030008792877197,yes
0.947847895529055,0.9871362829333844,0.9909471902225526,0.9832602877530413,0.979252352585686,orpha,3,4,50,374.5674147605896,0.4199972152709961,100,0.15,3,N/A,2.3569979667663574,yes
0.9196514757384323,0.9826532887402454,0.9919360081678922,0.9737779129083477,0.9663380741641612,orpha,3,5,50,515.1368682384491,0.39503908157348633,100,0.3,3,N/A,2.634011745452881,yes
0.9128208881832072,0.9805432624273204,0.9908245216940869,0.9703078724817855,0.9619785742974148,orpha,3,6,50,365.0123550891876,0.4110136032104492,100,0.3,3,N/A,2.4489951133728027,yes
0.9145878705298995,0.9731140089111104,0.9877277043943711,0.9636709345404997,0.9489479334406872,orpha,3,7,50,414.4260005950928,0.41799330711364746,100,0.3,3,N/A,2.4569969177246094,yes
0.9090936867748463,0.9794020096918647,0.9925351621003795,0.9671714544178313,0.9554357773198353,orpha,3,8,50,343.2230086326599,0.3579897880554199,100,0.3,3,N/A,2.716996192932129,yes
0.910919638600798,0.9814306949089557,0.99418765882534,0.9715114729607484,0.959064821383662,orpha,3,9,50,472.9970006942749,0.354034423828125,100,0.3,3,N/A,2.3189995288848877,yes
0.8816657845643354,0.9720299614502512,0.9876127308011367,0.9592214977722224,0.9399122026658258,orpha,3,10,50,550.2627863883972,0.4179980754852295,100,0.45,3,N/A,2.5519964694976807,yes
0.8862998247056219,0.9704310289817536,0.9940789537890987,0.9553636701462789,0.9382529118761004,orpha,3,11,50,607.2739503383636,0.3810403347015381,100,0.45,3,N/A,2.6669960021972656,yes
0.8807501998806346,0.9748079081412415,0.989944258639911,0.9637311802529194,0.9472975012105448,orpha,3,12,50,599.9766843318939,0.4589989185333252,100,0.45,3,N/A,2.375002861022949,yes
0.8758781047186844,0.965641063177295,0.99088454218889,0.9418574447559954,0.9266872365423091,orpha,3,13,50,612.353786945343,0.38100218772888184,100,0.45,3,N/A,2.918994188308716,yes
0.8946197763589068,0.9803559189066435,0.9945877203848218,0.9640635263823669,0.9435144082970169,orpha,3,14,50,571.8925912380219,0.3670010566711426,100,0.45,3,N/A,2.554997444152832,yes
0.8795045212436516,0.9717093266368628,0.9909761306862757,0.9517013314114763,0.9135932344627997,orpha,3,15,50,800.5055994987488,0.3679988384246826,100,0.6,3,N/A,2.449998617172241,yes
0.8782956281507007,0.9715521998130694,0.9934093818151789,0.9518123636964216,0.9151276420841639,orpha,3,16,50,571.0648717880249,0.45299506187438965,100,0.6,3,N/A,3.0739970207214355,yes
0.8827586905847776,0.9805118445698155,0.993962891644051,0.9570142900577685,0.9308438528728383,orpha,3,17,50,668.3668255805969,0.354994535446167,100,0.6,3,N/A,3.1870028972625732,yes
0.8674894241560909,0.9676757541974933,0.9911519505722404,0.9570031042494811,0.9251672803846718,orpha,3,18,50,842.3362758159637,0.3830375671386719,100,0.6,3,N/A,3.2029972076416016,yes
0.8820914833958312,0.9797929874741469,0.9969104647365516,0.9629288424940597,0.9264873559076457,orpha,3,19,50,821.7389659881592,0.3400425910949707,100,0.6,3,N/A,2.447030782699585,yes
