cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,time_similarities,time_results,cond_number,patients_per_cond,time_symptom_embeddings,time_patient_embeddings
0.9696547413938718,0.9850252431411851,0.9942786467424148,0.9781657526585064,0.9749234072422478,orpha,2,0,50,396.6783938407898,0.61800217628479,100,3,130.49482941627502,4.2079997062683105
0.9642311258253287,0.9812711282276501,0.9886839408578539,0.974295087628421,0.9699325848601211,orpha,2,1,50,327.52562284469604,0.3350355625152588,100,3,130.49482941627502,3.4180381298065186
0.9598074764741431,0.9847623015738958,0.9893630470442065,0.9746384694210781,0.9759722081461213,orpha,2,2,50,300.3135678768158,0.3939988613128662,100,3,130.49482941627502,2.881002187728882
0.9677166687311615,0.988469796440811,0.9929608984681448,0.9844786775221558,0.9806274938158995,orpha,2,3,50,308.5066833496094,0.5140008926391602,100,3,130.49482941627502,2.776977777481079
0.9535023216182636,0.9822402020952745,0.9868866292054699,0.9699104759974325,0.9699129158549449,orpha,2,4,50,379.57953691482544,0.4869987964630127,100,3,130.49482941627502,2.6199967861175537
0.9277006407441191,0.9699341238471674,0.9795387543213631,0.957037037037037,0.95023182399994,orpha,2,5,50,618.0673270225525,0.3730032444000244,100,3,130.49482941627502,4.246999979019165
0.9613812971783987,0.985965676835242,0.9941803017165336,0.9738033624990147,0.9653073657421484,orpha,2,6,50,454.1294107437134,0.4049997329711914,100,3,130.49482941627502,2.9350037574768066
0.9443728252423904,0.9771562897649855,0.9903002150828237,0.969517846619296,0.9572551227623691,orpha,2,7,50,373.8726739883423,0.37400197982788086,100,3,130.49482941627502,3.687998056411743
0.9459980706357517,0.9801068282227703,0.9891273568085162,0.9627185643127673,0.9545605441257615,orpha,2,8,50,450.9863245487213,0.4299941062927246,100,3,130.49482941627502,3.0400075912475586
0.9528453242945998,0.9803725850102661,0.9899769151943065,0.9731734288256028,0.9693435657203773,orpha,2,9,50,310.14459919929504,0.3180363178253174,100,3,130.49482941627502,3.890997886657715
0.9327365066495501,0.9718965200124621,0.9928440105251699,0.9504860571527239,0.9217449860928122,orpha,2,10,50,636.2960884571075,0.4170050621032715,100,3,130.49482941627502,2.633002758026123
0.9330127735924837,0.970589657256324,0.9887477525158684,0.9580784432958346,0.9273742253452399,orpha,2,11,50,575.5333304405212,0.43900084495544434,100,3,130.49482941627502,3.3700356483459473
0.9121957216160115,0.9647501398226037,0.9889317553085669,0.944546017589496,0.9154961356410631,orpha,2,12,50,538.3969340324402,0.3600027561187744,100,3,130.49482941627502,3.13999605178833
0.9209744790904212,0.9681198082647358,0.9857802852005751,0.9495345127229184,0.9289520624303232,orpha,2,13,50,798.1062207221985,0.3410477638244629,100,3,130.49482941627502,3.1260101795196533
0.909535000694421,0.9729017413075384,0.9916098179866295,0.9544711327320023,0.9270706319981682,orpha,2,14,50,600.1745433807373,0.4310033321380615,100,3,130.49482941627502,2.564981460571289
