cos_sim,jaccard_best_avg,resnik_best_avg,source,exp_id,walk_length
0.8504508201033152,0.994620318642665,0.9912366253195719,decipher,0,5
0.9961511080249835,0.9955733358583468,0.9928478995044662,decipher,1,10
0.9985453117164129,0.9920807513317692,0.9881089403009674,decipher,2,15
0.9971558529460243,0.9936229383440822,0.9903113131121841,decipher,3,20
0.9979517582159377,0.9936864143757431,0.9921021438065278,decipher,4,25
