cos_sim,source,lambda,exp_id,walk_length,iterations,num_walks,p,q,embeddings from graph,number_experiments,time_similarities,time_results,amount_conditions,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9530020075250625,orpha,4,26,50,1,10,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,21.125972509384155,0.18799519538879395,200,0,2,800.932785987854,3.6880300045013428,20.888970851898193,no
0.9519936049594707,orpha,4,27,50,1,20,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,24.085999011993408,0.2539975643157959,200,0,2,1501.513298034668,2.8499982357025146,20.888970851898193,no
0.9507558836898058,orpha,4,28,50,1,10,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,22.552003860473633,0.2070326805114746,200,0,2,983.7714037895203,3.725994110107422,23.65500235557556,no
0.9516215499608596,orpha,4,29,50,1,20,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,32.41599750518799,0.21600079536437988,200,0,2,1499.1187942028046,5.334995985031128,23.65500235557556,no
0.9440004040302012,orpha,5,30,50,1,10,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,27.036994218826294,0.1920018196105957,200,0,2,971.5863711833954,5.011003494262695,30.518006324768066,no
0.9426281533294614,orpha,5,31,50,1,20,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,22.1039936542511,0.18404531478881836,200,0,2,1312.7162368297577,3.8270015716552734,30.518006324768066,no
0.9545048736143027,orpha,5,32,50,1,10,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,24.556002378463745,0.21500039100646973,200,0,2,988.3038966655731,4.0279951095581055,24.50196146965027,no
0.9531152938057121,orpha,5,33,50,1,20,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,30.329009532928467,0.23499846458435059,200,0,2,1396.6069021224976,5.0559751987457275,24.50196146965027,no
0.953210272467867,orpha,5,34,50,1,10,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,21.791000366210938,0.19899439811706543,200,0,2,983.7315459251404,4.236999750137329,37.42299556732178,no
0.952978965177647,orpha,5,35,50,1,20,1,0.05,hp-obo-all-under-000118-linked.edgelist,3,23.67299747467041,0.15103936195373535,200,0,2,1215.8789477348328,4.221997976303101,37.42299556732178,no
