cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,enriched_embeddings
0.9694158759310274,0.9884534741352923,0.9974298540965209,0.9851709009284767,0.9823783287419651,orpha,4,0,50,111.5960009098053,0.1470351219177246,100,0.15,2,95.49477934837341,3.5290024280548096,no
0.9755382103866952,0.9864896439138864,0.9928859300071421,0.9817319661259055,0.9797283440465259,orpha,4,1,50,143.68133568763733,0.17499852180480957,100,0.15,2,95.49477934837341,2.3699986934661865,no
0.9506800326497297,0.9868837363534333,0.9932001836547291,0.9837031935516785,0.9831157534945413,orpha,4,2,50,149.76579403877258,0.15303349494934082,100,0.15,2,95.49477934837341,3.8009960651397705,no
0.9470599938781757,0.979258749107234,0.9938001224364861,0.976610039791858,0.9761794714825018,orpha,4,3,50,144.73712682724,0.176011323928833,100,0.15,2,95.49477934837341,2.5149993896484375,no
0.9706302928272625,0.9893939393939395,0.9976451382511989,0.984006734006734,0.9809708193041526,orpha,4,4,50,157.2648961544037,0.17200160026550293,100,0.15,2,95.49477934837341,3.262998342514038,no
0.9582037547189063,0.9845696867666565,0.9888164473012957,0.9777558412406898,0.9708491480461178,orpha,4,5,50,208.25485730171204,0.1900336742401123,100,0.3,2,95.49477934837341,3.499998092651367,no
0.9563692480359147,0.9855907560453016,0.9945852464034283,0.9788450158147128,0.9683562901744719,orpha,4,6,50,137.44269466400146,0.19204211235046387,100,0.3,2,95.49477934837341,2.598997116088867,no
0.9405274971941637,0.977787215590246,0.9866799306193246,0.9667834914804612,0.9612667074788288,orpha,4,7,50,172.51319289207458,0.1670379638671875,100,0.3,2,95.49477934837341,2.4969961643218994,no
0.9542408937863485,0.9887669625548413,0.996322824201612,0.9753285379042955,0.9749176104479135,orpha,4,8,50,194.08293843269348,0.18599390983581543,100,0.3,2,95.49477934837341,3.025996208190918,no
0.9510034690337721,0.9847334455667789,0.9928535353535354,0.9767327313539433,0.9631491684521988,orpha,4,9,50,174.51800084114075,0.1480395793914795,100,0.3,2,95.49477934837341,3.2039990425109863,no
0.913379757167636,0.97358407305377,0.9951265177022752,0.9678762371186614,0.9492143658810326,orpha,4,10,50,223.49567866325378,0.15300226211547852,100,0.45,2,95.49477934837341,2.472001791000366,no
0.9469054178145088,0.9803216508519539,0.9932190592796653,0.9687766554433221,0.947426793184369,orpha,4,11,50,226.84206986427307,0.19999933242797852,100,0.45,2,95.49477934837341,2.3520328998565674,no
0.9360932557902256,0.9767062034486277,0.9919543924089379,0.9627369656157534,0.9376558514437301,orpha,4,12,50,260.94550251960754,0.26500940322875977,100,0.45,2,95.49477934837341,3.023998260498047,no
0.9412105907560454,0.985993265993266,0.9976665646362616,0.9716585042342618,0.944531170288746,orpha,4,13,50,305.2920768260956,0.19499468803405762,100,0.45,2,95.49477934837341,2.437039852142334,no
0.9506889603101724,0.983795020916233,0.995816753392511,0.9745980002040608,0.953003264972962,orpha,4,14,50,242.47731709480286,0.20400094985961914,100,0.45,2,95.49477934837341,2.682002544403076,no
0.9063692480359146,0.9707101316192225,0.9952525252525253,0.9525757575757575,0.9248510356086113,orpha,4,15,50,471.1680965423584,0.1690385341644287,100,0.6,2,95.49477934837341,2.767139434814453,no
0.9267569635751454,0.9805910111213141,0.9960881542699724,0.9674119987756351,0.9387085501479441,orpha,4,16,50,292.90612173080444,0.1510014533996582,100,0.6,2,95.49477934837341,3.324998617172241,no
0.892312519130701,0.9421900826446281,0.9876813590449954,0.9116967656361594,0.8737950209162331,orpha,4,17,50,294.3065266609192,0.14699745178222656,100,0.6,2,95.49477934837341,2.6519739627838135,no
0.9074512804815835,0.9638990919293949,0.9823722069176615,0.9332986429956127,0.8953963881236608,orpha,4,18,50,327.81629610061646,0.17303466796875,100,0.6,2,95.49477934837341,2.72499680519104,no
0.9101035608611365,0.9745638200183654,0.9944179165391287,0.9600316294255689,0.9273094582185492,orpha,4,19,50,329.5701894760132,0.1790008544921875,100,0.6,2,95.49477934837341,3.543004274368286,no
