cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.903894794528775,0.9137623680614988,0.9098922721198746,0.9148843145203669,0.9116774019188325,orpha,5,0,50,1,130.37799978256226,0.3000366687774658,150,0.15,2,66.83017635345459,2.200998306274414,17.41299295425415,no
0.8919689053045659,0.9093983754485533,0.8951646322237737,0.9088346621023077,0.9056597300421902,orpha,5,1,50,1,148.62128281593323,0.29300403594970703,150,0.15,2,66.83017635345459,2.184998035430908,17.553961753845215,no
0.8838854105670916,0.8944467216191463,0.8887833130639762,0.8959094935663559,0.8958538654414967,orpha,5,2,50,1,162.72605872154236,0.6449987888336182,150,0.15,2,66.83017635345459,2.208996295928955,17.00799584388733,no
0.9104595889074065,0.92804746032461,0.9244903382730507,0.926010089635602,0.9157976367430897,orpha,5,3,50,1,187.7525758743286,0.37999629974365234,150,0.15,2,66.83017635345459,2.9019954204559326,23.57554006576538,no
0.902859480804168,0.9129000195186403,0.9145030253892468,0.9031744065582632,0.8942170022371365,orpha,5,4,50,1,167.39700031280518,0.39899682998657227,150,0.15,2,66.83017635345459,2.0809922218322754,19.26203966140747,no
0.8736472080837199,0.914877708211342,0.9135694338092879,0.908810113658544,0.8713414560905666,orpha,5,5,50,1,173.90258884429932,0.31600069999694824,150,0.3,2,66.83017635345459,2.6059958934783936,17.548004388809204,no
0.8749094635376784,0.890728120354939,0.8959349428704413,0.8972498235815203,0.8494500998453522,orpha,5,6,50,1,229.28133416175842,0.40200042724609375,150,0.3,2,66.83017635345459,2.1839792728424072,18.618996143341064,no
0.8640619041184332,0.8977153431527107,0.897498761317058,0.8921420206297015,0.8460014563908533,orpha,5,7,50,1,230.2849998474121,0.36499834060668945,150,0.3,2,66.83017635345459,2.4589943885803223,20.388009786605835,no
0.8712892812636067,0.9020550125369728,0.916506538744501,0.8992808882482772,0.8472892362205906,orpha,5,8,50,1,200.13480019569397,0.31304216384887695,150,0.3,2,66.83017635345459,2.5990371704101562,17.43999981880188,no
0.851176373436632,0.8735348257585994,0.8906796991126527,0.8599327357626533,0.8177607615272586,orpha,5,9,50,1,242.22042727470398,0.3070042133331299,150,0.3,2,66.83017635345459,2.148998260498047,18.60100245475769,no
0.8129697611218714,0.8760945452907527,0.8975061183430175,0.8695423629566237,0.7895413119529151,orpha,5,10,50,1,441.03359150886536,0.3529987335205078,150,0.45,2,66.83017635345459,3.391004800796509,19.587998390197754,no
0.8385893278080567,0.8908884734921851,0.9019969070462293,0.8797770370704023,0.8021568097533145,orpha,5,11,50,1,241.05967020988464,0.3929917812347412,150,0.45,2,66.83017635345459,2.2030022144317627,16.635042905807495,no
0.8277535546446857,0.900148116451211,0.9224304460760027,0.9023990661081334,0.8272785760401183,orpha,5,12,50,1,288.38651275634766,0.38900113105773926,150,0.45,2,66.83017635345459,2.1599998474121094,16.888052940368652,no
0.8456612314760595,0.8913934057024457,0.909530051198895,0.8828417638845096,0.8011915379187124,orpha,5,13,50,1,312.3940019607544,0.36299729347229004,150,0.45,2,66.83017635345459,2.8920023441314697,25.501002073287964,no
0.844592060417699,0.8763831208804407,0.8998843145203669,0.8630872483221477,0.7665575124243653,orpha,5,14,50,1,284.27700686454773,0.31203579902648926,150,0.45,2,66.83017635345459,2.48599910736084,21.479012489318848,no
0.7979807215891177,0.8906441151299491,0.921994955182199,0.8881391228623335,0.7783891866732731,orpha,5,15,50,1,416.6467046737671,0.4869961738586426,150,0.6,2,66.83017635345459,2.2960376739501953,16.5629563331604,no
0.8123782712490428,0.8691965827365133,0.9060461240484663,0.8591797666771767,0.7476511568547963,orpha,5,16,50,1,374.59863448143005,0.46899938583374023,150,0.6,2,66.83017635345459,2.653001070022583,20.802000284194946,no
0.8143799078119605,0.8865821359398225,0.9106920859420746,0.8747482846118043,0.7693250304040358,orpha,5,17,50,1,638.6997559070587,0.3899979591369629,150,0.6,2,66.83017635345459,2.265000104904175,21.21599555015564,no
0.8051600528504722,0.880099920424005,0.9119397024158071,0.8626724021440475,0.7601713136044923,orpha,5,18,50,1,458.4229655265808,0.6099991798400879,150,0.6,2,66.83017635345459,2.639000415802002,24.301066398620605,no
0.7961233728210441,0.8609650466195216,0.8917484197408525,0.8453784364067685,0.741030959566386,orpha,5,19,50,1,458.2764058113098,0.3300027847290039,150,0.6,2,66.83017635345459,3.066999912261963,29.203161239624023,no
