cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,graph,p,q,num_walks,enriched_embeddings
0.9608215846133057,0.9312805729471645,0.9209034878308785,0.9286396258426798,0.9423600288275304,orpha,3,19,50,1,182.8630588054657,0.44299840927124023,150,0,2,1243.4194900989532,2.8369977474212646,23.053996086120605,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9412496434094559,0.9210723240694865,0.9095479182619401,0.9212169121511045,0.9305940423104064,orpha,4,20,50,1,183.65799808502197,0.4060359001159668,150,0,2,1243.4194900989532,2.727001905441284,25.682000160217285,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9619551671846613,0.9181102202603486,0.9146938576340404,0.9240377310331366,0.9394125639986187,orpha,4,21,50,1,159.20000839233398,0.40400004386901855,150,0,2,1243.4194900989532,3.0189993381500244,24.96196985244751,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9535460865126195,0.9370572646877768,0.9276652703331683,0.9365862648829631,0.9455692686515622,orpha,4,22,50,1,165.74903512001038,0.5160050392150879,150,0,2,1243.4194900989532,3.378999710083008,23.91800332069397,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9726485293455249,0.9433672657387805,0.9316789033527018,0.9439334564509106,0.9538477996486645,orpha,4,23,50,1,147.85984230041504,0.5029964447021484,150,0,2,1243.4194900989532,3.388995885848999,26.423001527786255,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9547232857378796,0.9283335585484138,0.9243110670690509,0.923752758884735,0.9328348572887106,orpha,4,24,50,1,154.56600522994995,0.4769935607910156,150,0,2,1243.4194900989532,3.675999402999878,27.033003568649292,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9414056423884809,0.9081202047955799,0.8988986231851419,0.9088857108538655,0.9270313649535306,orpha,5,25,50,1,156.4330334663391,1.2749979496002197,150,0,2,1243.4194900989532,2.6629955768585205,25.289001941680908,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9526642944011531,0.9323392339684399,0.9217421137186012,0.9309823131090191,0.9441428314039908,orpha,5,26,50,1,165.482994556427,0.6909995079040527,150,0,2,1243.4194900989532,5.223001003265381,64.18990898132324,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9601334774709848,0.9369302433824303,0.9318213143552093,0.9373713646532438,0.9448857408825428,orpha,5,27,50,1,146.20704698562622,0.47800493240356445,150,0,2,1243.4194900989532,3.6250600814819336,36.324002742767334,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9447652508145279,0.9005797036169542,0.893805158926775,0.9049950452682312,0.9180162305001277,orpha,5,28,50,1,139.29845428466797,0.446002721786499,150,0,2,1243.4194900989532,3.3980000019073486,31.15399718284607,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
0.9587112442382475,0.9216698947494859,0.9216470729546716,0.9306767713166074,0.9358726333648635,orpha,5,29,50,1,128.40699887275696,0.408003568649292,150,0,2,1243.4194900989532,2.589998960494995,23.569998741149902,hp-obo-all-under-000118-linked.edgelist,1,0.05,15,no
