cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9498066968005858,0.9706319284866545,0.9789668821494406,0.9668257746016514,0.9677938372768365,orpha,1,0,50,1,573.8865475654602,0.5659959316253662,200,0.15,2,72.80418968200684,2.473029851913452,29.829991579055786,no
0.9490929837630363,0.9723920797454608,0.9699214034999117,0.9674738642963561,0.966027562435292,orpha,1,1,50,1,588.8262469768524,0.6230361461639404,200,0.15,2,72.80418968200684,2.6119844913482666,19.382923364639282,no
0.9380366973056236,0.9676421681270675,0.9639507209413903,0.961844145349865,0.9662907186687204,orpha,1,2,50,1,354.210129737854,0.533036470413208,200,0.15,2,72.80418968200684,2.0667643547058105,17.03600788116455,no
0.9529510618418727,0.9826022070149744,0.9811906264993309,0.9776788464937755,0.9737592485038257,orpha,1,3,50,1,487.05929160118103,0.7639989852905273,200,0.15,2,72.80418968200684,2.1240339279174805,23.157001733779907,no
0.9464841481275725,0.9646211585566021,0.9692581942375192,0.9619193644099896,0.9640869233100173,orpha,1,4,50,1,519.2983047962189,0.5500376224517822,200,0.15,2,72.80418968200684,2.942998170852661,26.210999011993408,no
0.914218959117194,0.9623887654352162,0.9702485417034925,0.9530506805383702,0.9456797808136159,orpha,1,5,50,1,651.7025530338287,0.8720331192016602,200,0.3,2,72.80418968200684,2.3980331420898438,19.564958333969116,no
0.9275078912148682,0.968163714300144,0.9747756369788642,0.9626170424989269,0.9541955695563243,orpha,1,6,50,1,692.4046449661255,0.5620312690734863,200,0.3,2,72.80418968200684,1.961035966873169,19.344030380249023,no
0.938567586677104,0.979158133632989,0.9797863059013662,0.9711546425595312,0.964824309992172,orpha,1,7,50,1,710.3861010074615,0.593001127243042,200,0.3,2,72.80418968200684,1.942000389099121,19.569962739944458,no
0.9157853652685538,0.9507481502992349,0.964712002222166,0.9430606550339637,0.9401611070427514,orpha,1,8,50,1,675.0362417697906,0.7029993534088135,200,0.3,2,72.80418968200684,2.6550021171569824,20.70499897003174,no
0.9292634024393323,0.9715903638797,0.9749592813312795,0.9610332441099972,0.9573565692785536,orpha,1,9,50,1,637.8493869304657,0.6559963226318359,200,0.3,2,72.80418968200684,1.9909992218017578,22.767016172409058,no
0.9295632370394686,0.9642096474836493,0.9735413247140223,0.9555597080881796,0.9411489608848261,orpha,1,10,50,1,37102.42259788513,0.7549972534179688,200,0.45,2,72.80418968200684,1.994004249572754,21.941941738128662,no
0.9204639403045377,0.9666932968864423,0.9813512285043307,0.9528051059316682,0.9271311961819145,orpha,1,11,50,1,993.922500371933,0.6640045642852783,200,0.45,2,72.80418968200684,2.7859973907470703,26.24600625038147,no
0.9249185626625589,0.9529994823363047,0.9724647420519684,0.9382644377667231,0.9194632711295169,orpha,1,12,50,1,821.2508528232574,0.6679975986480713,200,0.45,2,72.80418968200684,1.9649970531463623,18.754058837890625,no
0.9139397679351531,0.968217942728719,0.9736723820105552,0.9499109239665665,0.9324866796293023,orpha,1,13,50,1,604.6255257129669,0.6100342273712158,200,0.45,2,72.80418968200684,2.788999080657959,24.387013912200928,no
0.9121014620842908,0.9605277644503927,0.9712999671725462,0.9486788843716069,0.9301294159238402,orpha,1,14,50,1,1010.1520292758942,0.6700353622436523,200,0.45,2,72.80418968200684,2.364996910095215,20.844006538391113,no
0.8916782404484735,0.9631413348147774,0.9784641801974697,0.9466064619580313,0.9174179313653696,orpha,1,15,50,1,1163.292819738388,0.5669975280761719,200,0.6,2,72.80418968200684,2.467034339904785,23.7379629611969,no
0.9008345433196132,0.962055251130022,0.9769464154945582,0.949106777606626,0.9271755132446151,orpha,1,16,50,1,985.8172769546509,0.5720376968383789,200,0.6,2,72.80418968200684,1.9669981002807617,17.20400094985962,no
0.9079227165980657,0.9604200967147295,0.9778193101184314,0.9481243529203807,0.9190761596929371,orpha,1,17,50,1,1130.7043516635895,0.5419526100158691,200,0.6,2,72.80418968200684,2.168036699295044,19.89520502090454,no
0.8851749640160602,0.9457609656321809,0.9687684970076513,0.9398726357920255,0.904656763718088,orpha,1,18,50,1,1115.5973055362701,0.7060019969940186,200,0.6,2,72.80418968200684,1.982997179031372,18.531026363372803,no
0.8639617055124871,0.9349031905759955,0.9567086058432868,0.9228139125274615,0.886760309083104,orpha,1,19,50,1,1035.2820930480957,0.5749993324279785,200,0.6,2,72.80418968200684,2.4600002765655518,27.530002117156982,no
