cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.883141450084831,0.8979378556521478,0.8944448448268096,0.8914293650436167,0.879666606609312,orpha,4,0,50,1,167.3849115371704,0.29799628257751465,150,0.15,2,66.72699022293091,2.121004581451416,21.296992301940918,no
0.9164818401573502,0.9127482996261431,0.9067020254342898,0.9085406062789965,0.899849931684759,orpha,4,1,50,1,150.96527004241943,0.4820389747619629,150,0.15,2,66.72699022293091,3.318000316619873,16.458104372024536,no
0.9158200831794363,0.923137921715238,0.9256265483536777,0.916075326937225,0.9090818731888952,orpha,4,2,50,1,201.4049334526062,0.5230014324188232,150,0.15,2,66.72699022293091,2.2990360260009766,23.593984842300415,no
0.9191640016215485,0.924535831719292,0.9221170217557769,0.928929027220996,0.9164215575874961,orpha,4,3,50,1,187.9071855545044,0.3969998359680176,150,0.15,2,66.72699022293091,2.986992835998535,21.1350679397583,no
0.922857078509977,0.9268532198249329,0.9255200216206476,0.9254484032250799,0.9233120880440822,orpha,4,4,50,1,196.10460090637207,0.3390035629272461,150,0.15,2,66.72699022293091,3.1759986877441406,25.126566171646118,no
0.8843543834361816,0.9203776856898339,0.917566250769485,0.9162037746047476,0.8782353647733586,orpha,4,5,50,1,206.04663348197937,0.3489992618560791,150,0.3,2,66.72699022293091,2.313999891281128,16.867961883544922,no
0.8937963755386393,0.9186880470849661,0.9149165202768644,0.9165794333588577,0.886751873038752,orpha,4,6,50,1,276.70799922943115,0.5099999904632568,150,0.3,2,66.72699022293091,2.3759946823120117,17.698023557662964,no
0.8942266114139004,0.9146422833806286,0.9142506343558099,0.9061665390447878,0.8742579163100762,orpha,4,7,50,1,328.68032932281494,0.3350377082824707,150,0.3,2,66.72699022293091,2.3429856300354004,17.59118103981018,no
0.8761429665330391,0.8919964566160684,0.9003548638950197,0.8792968034472922,0.8429638304580875,orpha,4,8,50,1,278.18483209609985,0.404005765914917,150,0.3,2,66.72699022293091,2.326995849609375,18.49197030067444,no
0.8970282870140984,0.9012898818371545,0.9087201026980767,0.8942880951308501,0.8461596324489888,orpha,4,9,50,1,271.65314054489136,0.34703707695007324,150,0.3,2,66.72699022293091,2.5509719848632812,17.729997873306274,no
0.8348331906971158,0.8817352821944957,0.9035740882542829,0.8798020359443268,0.8152580964821404,orpha,4,10,50,1,309.93465662002563,0.3029921054840088,150,0.45,2,66.72699022293091,2.346998929977417,16.869000911712646,no
0.8807820969025419,0.9086017897091723,0.9310760776541598,0.89660871131931,0.8332625407263937,orpha,4,11,50,1,363.05449891090393,0.43900442123413086,150,0.45,2,66.72699022293091,2.272026300430298,20.26101040840149,no
0.8775716559314145,0.9117526988273802,0.9295971652928546,0.9112442382475264,0.8380798162244943,orpha,4,12,50,1,371.493036031723,0.2980034351348877,150,0.45,2,66.72699022293091,2.7300004959106445,22.023996114730835,no
0.8626251069771631,0.903970316652403,0.9165646442352446,0.891785129798958,0.8176571625902737,orpha,4,13,50,1,287.7627429962158,0.3689913749694824,150,0.45,2,66.72699022293091,2.160001516342163,16.108962535858154,no
0.8590886296413075,0.8780457336756602,0.9035184601294236,0.8783367115595393,0.8164777112142095,orpha,4,14,50,1,373.5501654148102,0.41499853134155273,150,0.45,2,66.72699022293091,2.8149850368499756,21.873007774353027,no
0.843492485323484,0.8968523940363047,0.9203448793597886,0.8902358001891806,0.8074829211897362,orpha,4,15,50,1,455.8116104602814,0.38100194931030273,150,0.6,2,66.72699022293091,2.3030006885528564,18.67600107192993,no
0.822050883593832,0.8613596234403856,0.8975622719697312,0.8442323919342973,0.7541244388390913,orpha,4,16,50,1,392.74522495269775,0.2810096740722656,150,0.6,2,66.72699022293091,2.6670033931732178,20.618998527526855,no
0.8313145053526116,0.8897153281383722,0.9134255964446045,0.8786248367190667,0.7787232557092022,orpha,4,17,50,1,351.76705741882324,0.2710411548614502,150,0.6,2,66.72699022293091,2.128002882003784,15.331992626190186,no
0.8228328303529869,0.8814668258186569,0.907304550846058,0.8763081993303604,0.8017798747804153,orpha,4,18,50,1,441.62149953842163,0.30204200744628906,150,0.6,2,66.72699022293091,2.092045783996582,15.681018352508545,no
0.8316558563428074,0.876060687956999,0.9042645976907947,0.8861163160818581,0.7956694142906476,orpha,4,19,50,1,377.5904312133789,0.29204392433166504,150,0.6,2,66.72699022293091,2.0560054779052734,18.041960954666138,no
