cos_sim,jaccard_best_avg,jc_best_avg,lin_best_avg,resnik_best_avg,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9149411437923216,0.9223245199165203,0.9198967764214825,0.9210447727579839,0.9283204960737503,orpha,3,0,50,1,160.61029982566833,0.32604146003723145,150,0.15,2,75.5315854549408,2.0210015773773193,19.654037952423096,no
0.9005602600483461,0.9183623860787051,0.9109869675540141,0.9120705523775207,0.906183129889044,orpha,3,1,50,1,176.36380100250244,0.3000338077545166,150,0.15,2,75.5315854549408,2.0550334453582764,16.87396764755249,no
0.9148000840802967,0.9405946428839542,0.9382783057820219,0.9440687356425386,0.938381304145459,orpha,3,2,50,1,209.2360017299652,0.5100035667419434,150,0.15,2,75.5315854549408,2.0589969158172607,16.18296241760254,no
0.9072086842935003,0.9317305526778072,0.9188593606894584,0.9230216356620573,0.9116385898533099,orpha,3,3,50,1,214.13800239562988,0.3769996166229248,150,0.15,2,75.5315854549408,3.3179986476898193,23.35800004005432,no
0.912662342537123,0.939532303349699,0.934852183835563,0.9351764935513416,0.9285127546807201,orpha,3,4,50,1,184.17999982833862,0.2910318374633789,150,0.15,2,75.5315854549408,3.1370017528533936,19.026005506515503,no
0.909820878939387,0.948118328003243,0.9477008543158716,0.941628004744531,0.9179842499587106,orpha,3,5,50,1,241.2970006465912,0.32399845123291016,150,0.3,2,75.5315854549408,2.05899715423584,15.840972661972046,no
0.890582556341306,0.9179228413134544,0.9147674278936384,0.9008341966578082,0.8735008933531523,orpha,3,6,50,1,232.7681622505188,0.3259701728820801,150,0.3,2,75.5315854549408,2.078995943069458,14.447004318237305,no
0.9218777682686966,0.9417099079621039,0.9427835833220727,0.9212732909928982,0.8987734036004384,orpha,3,7,50,1,323.6910490989685,0.40303874015808105,150,0.3,2,75.5315854549408,2.19799542427063,17.135995864868164,no
0.8923790219659776,0.9313145804243053,0.9272318063750882,0.9293440986141767,0.9040881792111466,orpha,3,8,50,1,255.47754454612732,0.3350517749786377,150,0.3,2,75.5315854549408,3.106086254119873,23.33596444129944,no
0.8775479332762788,0.9009209044637628,0.9015976007086768,0.9003526868159092,0.8738698707265438,orpha,3,9,50,1,267.2200360298157,0.313037633895874,150,0.3,2,75.5315854549408,2.338041305541992,15.845993757247925,no
0.8753428524240648,0.9259733045058031,0.9356480188580094,0.9182934702641021,0.8637149227512274,orpha,3,10,50,1,388.5716211795807,0.3080430030822754,150,0.45,2,75.5315854549408,2.2049927711486816,17.26500368118286,no
0.859471420206297,0.8987931474558204,0.918684819002147,0.8818282209510082,0.810885095265979,orpha,3,11,50,1,320.8225111961365,0.34604573249816895,150,0.45,2,75.5315854549408,2.3980038166046143,19.435996532440186,no
0.8590353287389457,0.9063961833551042,0.9180145789228713,0.8887384952629761,0.8314861943155714,orpha,3,12,50,1,339.28686261177063,0.508000373840332,150,0.45,2,75.5315854549408,2.1820333003997803,15.39795994758606,no
0.859216927165443,0.9073041004158973,0.9197121751272466,0.9081674248907707,0.8660964220830893,orpha,3,13,50,1,351.57404494285583,0.31400322914123535,150,0.45,2,75.5315854549408,2.619999408721924,25.57627582550049,no
0.8681962524210622,0.9199403180036934,0.9297055688182214,0.9165608155788779,0.8681712535471374,orpha,3,14,50,1,326.08699083328247,0.4349808692932129,150,0.45,2,75.5315854549408,2.2310380935668945,17.35896611213684,no
0.8547318439109349,0.8979310241280423,0.9211430416047326,0.8905798537603412,0.8228208188820323,orpha,3,15,50,1,547.2085409164429,0.38204073905944824,150,0.6,2,75.5315854549408,2.8159701824188232,17.85800051689148,no
0.8692089695659355,0.9029103043406453,0.9323608546161585,0.9068382805579328,0.8236902992357701,orpha,3,16,50,1,501.68191504478455,0.334031343460083,150,0.6,2,75.5315854549408,2.047999143600464,17.361958265304565,no
0.8501285978109094,0.8746220890950859,0.9138307583742474,0.8603077939432158,0.7786291908772878,orpha,3,17,50,1,482.8436071872711,0.365039587020874,150,0.6,2,75.5315854549408,2.145003080368042,15.536853790283203,no
0.8323217422638619,0.899252135789679,0.9138084620812876,0.8819823431376966,0.8027971712985902,orpha,3,18,50,1,483.3783977031708,0.2740323543548584,150,0.6,2,75.5315854549408,2.6709916591644287,21.924960613250732,no
0.8465267330300438,0.8926724772157411,0.9214188550065312,0.8848763569208595,0.8096425836674024,orpha,3,19,50,1,369.27620697021484,0.35203003883361816,150,0.6,2,75.5315854549408,1.9849984645843506,15.923006772994995,no
