cos_sim,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9701573502695073,orpha,0,0,50,1,13.118232488632202,0.11800003051757812,150,0,2,124.58354592323303,2.490997076034546,26.33398938179016,no
0.9880859721033587,orpha,0,1,50,1,15.86698865890503,0.11500406265258789,150,0,2,124.58354592323303,3.757002115249634,57.27683401107788,no
0.9729240424605499,orpha,0,2,50,1,11.34300947189331,0.1310265064239502,150,0,2,124.58354592323303,2.533996105194092,19.483999729156494,no
0.9797867963905531,orpha,0,3,50,1,11.69199514389038,0.14299607276916504,150,0,2,124.58354592323303,2.5420045852661133,19.447978258132935,no
0.9760823086047175,orpha,0,4,50,1,30.765055656433105,0.30699992179870605,150,0,2,124.58354592323303,2.647998809814453,20.876011848449707,no
0.9540987643199257,orpha,1,5,50,1,12.532000064849854,0.1329970359802246,150,0,2,124.58354592323303,4.3259992599487305,50.3339958190918,no
0.9676419981081934,orpha,1,6,50,1,13.163003921508789,0.10199308395385742,150,0,2,124.58354592323303,2.733994960784912,25.358060359954834,no
0.9510537062895066,orpha,1,7,50,1,14.017999649047852,0.09903669357299805,150,0,2,124.58354592323303,2.92500376701355,22.562005281448364,no
0.9783731213308711,orpha,1,8,50,1,14.414002656936646,0.1579914093017578,150,0,2,124.58354592323303,2.629997730255127,21.726962566375732,no
0.9583337086918008,orpha,1,9,50,1,16.551197052001953,0.12599658966064453,150,0,2,124.58354592323303,3.9280006885528564,24.79300308227539,no
0.965191357746648,orpha,2,10,50,1,37.08892488479614,0.15900182723999023,150,0,2,124.58354592323303,7.598002195358276,56.480005741119385,no
0.9550352086242362,orpha,2,11,50,1,12.673003911972046,0.13599205017089844,150,0,2,124.58354592323303,3.02699875831604,28.819000244140625,no
0.952241415551852,orpha,2,12,50,1,16.53999972343445,0.11400365829467773,150,0,2,124.58354592323303,4.2369983196258545,24.871525287628174,no
0.9389777487500564,orpha,2,13,50,1,32.566009521484375,0.3229992389678955,150,0,2,124.58354592323303,3.5799989700317383,24.814995527267456,no
0.9339829286969057,orpha,2,14,50,1,20.59901475906372,0.22698378562927246,150,0,2,124.58354592323303,5.0409996509552,55.92399597167969,no
0.9285032205756497,orpha,3,15,50,1,18.907999277114868,0.15700387954711914,150,0,2,124.58354592323303,4.515996932983398,32.992043018341064,no
0.9326311127126405,orpha,3,16,50,1,14.94100046157837,0.17700457572937012,150,0,2,124.58354592323303,3.030996561050415,31.754998445510864,no
0.9275363722354849,orpha,3,17,50,1,38.12709832191467,0.4150044918060303,150,0,2,124.58354592323303,7.290998935699463,33.40799927711487,no
0.9406363076738284,orpha,3,18,50,1,12.511011838912964,0.10500025749206543,150,0,2,124.58354592323303,2.8919966220855713,38.863993883132935,no
0.9457826224043961,orpha,3,19,50,1,13.40500020980835,0.10899996757507324,150,0,2,124.58354592323303,2.7450003623962402,21.6589994430542,no
0.9465528579793703,orpha,4,20,50,1,13.94999885559082,0.1699976921081543,150,0,2,124.58354592323303,3.2890005111694336,26.545000314712524,no
0.9105092863684819,orpha,4,21,50,1,14.226003170013428,0.10602927207946777,150,0,2,124.58354592323303,3.095942735671997,35.33800649642944,no
0.9329060252541177,orpha,4,22,50,1,27.286004543304443,0.36499834060668945,150,0,2,124.58354592323303,3.2200021743774414,27.76185917854309,no
0.9373589778238217,orpha,4,23,50,1,20.1159987449646,0.1710038185119629,150,0,2,124.58354592323303,6.1670002937316895,74.79396605491638,no
0.9375257871267061,orpha,4,24,50,1,14.896997451782227,0.12000179290771484,150,0,2,124.58354592323303,3.2300047874450684,28.23606514930725,no
0.9376051379067009,orpha,5,25,50,1,14.7630033493042,0.11999630928039551,150,0,2,124.58354592323303,3.28899884223938,28.039000988006592,no
0.9230493371169467,orpha,5,26,50,1,14.639002323150635,0.15500426292419434,150,0,2,124.58354592323303,3.3549952507019043,54.384002447128296,no
0.9352433073585273,orpha,5,27,50,1,13.93899917602539,0.09999728202819824,150,0,2,124.58354592323303,3.184999942779541,26.47099471092224,no
0.8974185847484347,orpha,5,28,50,1,14.94899845123291,0.1569995880126953,150,0,2,124.58354592323303,3.1840012073516846,31.36200261116028,no
0.9104017086317433,orpha,5,29,50,1,35.701539039611816,0.2500019073486328,150,0,2,124.58354592323303,3.32800030708313,27.879005670547485,no
