cos_sim,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9738535327390723,orpha,0,0,50,1,32.29052758216858,0.22199749946594238,200,0,2,98.95817232131958,3.6810033321380615,27.79983401298523,no
0.9737646460947955,orpha,0,1,50,1,24.967000246047974,0.19503378868103027,200,0,2,178.84117698669434,3.9850003719329834,27.79983401298523,no
0.9732014974369334,orpha,0,2,50,1,26.068999528884888,0.22499823570251465,200,0,2,294.29794239997864,4.487995386123657,27.79983401298523,no
0.9633795548092219,orpha,0,3,50,1,26.176997900009155,0.20199942588806152,200,0,2,101.71280550956726,5.085000514984131,27.736004114151,no
0.9645049051791621,orpha,0,4,50,1,27.6990008354187,0.19900012016296387,200,0,2,197.6000030040741,6.0869996547698975,27.736004114151,no
0.9635620628266963,orpha,0,5,50,1,26.242998838424683,0.18609166145324707,200,0,2,260.0918927192688,4.361987352371216,27.736004114151,no
0.981735435973839,orpha,0,6,50,1,27.415994882583618,0.2989997863769531,200,0,2,108.28894782066345,4.587006330490112,26.710963010787964,no
0.9804420342920633,orpha,0,7,50,1,28.385000705718994,0.23000288009643555,200,0,2,192.2439398765564,5.325999736785889,26.710963010787964,no
0.9801900520188884,orpha,0,8,50,1,29.106921195983887,0.1979968547821045,200,0,2,309.5606322288513,4.629992961883545,26.710963010787964,no
0.9680511224464028,orpha,0,9,50,1,29.243001461029053,0.2050011157989502,200,0,2,106.72275590896606,4.205998420715332,33.31003952026367,no
0.9698346948309386,orpha,0,10,50,1,28.978002309799194,0.23899626731872559,200,0,2,175.35803627967834,4.376985311508179,33.31003952026367,no
0.9705153278957601,orpha,0,11,50,1,27.43699884414673,0.22499990463256836,200,0,2,289.0714750289917,4.766996383666992,33.31003952026367,no
0.9581269412388576,orpha,1,12,50,1,31.632002353668213,0.2649962902069092,200,0,2,102.62095832824707,5.195990562438965,40.834001302719116,no
0.9599982954975885,orpha,1,13,50,1,27.10999870300293,0.22900176048278809,200,0,2,207.3039951324463,5.131994247436523,40.834001302719116,no
0.9590652066866998,orpha,1,14,50,1,30.6059992313385,0.28800082206726074,200,0,2,306.52625846862793,5.434999465942383,40.834001302719116,no
0.9690916896037979,orpha,1,15,50,1,36.848536252975464,0.22702741622924805,200,0,2,104.31062269210815,3.9488754272460938,31.05199933052063,no
0.9687844688265448,orpha,1,16,50,1,20.066004991531372,0.20899534225463867,200,0,2,183.4578881263733,2.9839980602264404,31.05199933052063,no
0.9669176914724376,orpha,1,17,50,1,25.40000033378601,0.21599864959716797,200,0,2,284.9103190898895,3.932994842529297,31.05199933052063,no
0.9670268111916365,orpha,1,18,50,1,29.8535373210907,0.20699667930603027,200,0,2,110.20200204849243,4.8740012645721436,33.6090042591095,no
0.969313811519911,orpha,1,19,50,1,29.59392809867859,0.16999316215515137,200,0,2,218.61408114433289,5.8570005893707275,33.6090042591095,no
0.9689733845104922,orpha,1,20,50,1,28.293992042541504,0.24199891090393066,200,0,2,265.90565729141235,4.815001726150513,33.6090042591095,no
0.9682635223857984,orpha,1,21,50,1,25.592997550964355,0.1950082778930664,200,0,2,109.89153933525085,4.824997425079346,27.85699987411499,no
0.9671371303754956,orpha,1,22,50,1,30.28797745704651,0.22099804878234863,200,0,2,224.47252368927002,5.081019878387451,27.85699987411499,no
0.9666202242367616,orpha,1,23,50,1,26.133997201919556,0.17000269889831543,200,0,2,314.2524244785309,3.976994276046753,27.85699987411499,no
0.9608715373349157,orpha,2,24,50,1,31.718974351882935,0.23099374771118164,200,0,2,101.41909217834473,5.4270031452178955,25.752387523651123,no
0.957437028105351,orpha,2,25,50,1,28.203152418136597,0.23899316787719727,200,0,2,199.64892768859863,5.032005310058594,25.752387523651123,no
0.9560952374940026,orpha,2,26,50,1,29.775991678237915,0.18799495697021484,200,0,2,281.0752863883972,6.721999168395996,25.752387523651123,no
0.9541279260624731,orpha,2,27,50,1,23.352535724639893,0.16599440574645996,200,0,2,90.8371012210846,4.780998945236206,22.830283641815186,no
0.9532387755359713,orpha,2,28,50,1,19.358999967575073,0.1860039234161377,200,0,2,160.50092315673828,3.1700007915496826,22.830283641815186,no
0.9531241950960835,orpha,2,29,50,1,26.269527673721313,0.25100040435791016,200,0,2,248.6513967514038,4.174995183944702,22.830283641815186,no
0.941262341860054,orpha,2,30,50,1,22.911003351211548,0.17803549766540527,200,0,2,88.27185535430908,3.6739981174468994,25.22036385536194,no
0.9458168669983082,orpha,2,31,50,1,25.960002422332764,0.1770002841949463,200,0,2,177.79992485046387,4.109995126724243,25.22036385536194,no
0.9454795017802581,orpha,2,32,50,1,25.13800024986267,0.19299864768981934,200,0,2,240.61356115341187,4.172999382019043,25.22036385536194,no
0.9537781242897906,orpha,2,33,50,1,22.892000675201416,0.1869962215423584,200,0,2,93.98192405700684,4.355999231338501,25.445003747940063,no
0.9534626019544961,orpha,2,34,50,1,17.56399631500244,0.147996187210083,200,0,2,156.5549499988556,3.3549976348876953,25.445003747940063,no
0.9549462134794575,orpha,2,35,50,1,23.012998342514038,0.1569995880126953,200,0,2,227.16524934768677,4.127002000808716,25.445003747940063,no
0.9340282442362567,orpha,3,36,50,1,22.250001430511475,0.17099428176879883,200,0,2,88.50531530380249,4.709011077880859,22.552019596099854,no
0.931862358273781,orpha,3,37,50,1,27.097997426986694,0.22299838066101074,200,0,2,170.67097854614258,3.4109983444213867,22.552019596099854,no
0.9350457059165171,orpha,3,38,50,1,31.891157627105713,0.27100563049316406,200,0,2,287.7544755935669,4.0799994468688965,22.552019596099854,no
0.9521019986869019,orpha,3,39,50,1,31.386866331100464,0.19699954986572266,200,0,2,88.73759388923645,4.691998243331909,24.3279972076416,no
0.9531672179995454,orpha,3,40,50,1,20.252994298934937,0.1640031337738037,200,0,2,198.83303999900818,3.3540005683898926,24.3279972076416,no
0.9542377086437211,orpha,3,41,50,1,26.065999507904053,0.19503188133239746,200,0,2,240.24860644340515,4.25100302696228,24.3279972076416,no
0.9485857049064419,orpha,3,42,50,1,28.866276264190674,0.18800115585327148,200,0,2,98.3880717754364,4.570003032684326,26.57398247718811,no
0.947875842781748,orpha,3,43,50,1,27.8619966506958,0.18700385093688965,200,0,2,182.3635811805725,4.923001289367676,26.57398247718811,no
