cos_sim,source,lambda,exp_id,walk_length,iterations,time_similarities,time_results,cond_number,noise_ptg,patients_per_cond,time_symptom_embeddings,time_patient_embeddings,time_gen_patients,enriched_embeddings
0.9492991969899751,orpha,3,44,50,1,26.503506660461426,0.186995267868042,200,0,2,268.6948356628418,4.573003053665161,26.57398247718811,no
0.9439479432337566,orpha,3,45,50,1,31.874987840652466,0.39600133895874023,200,0,2,91.92720651626587,3.85701322555542,22.358290672302246,no
0.9470873841569657,orpha,3,46,50,1,28.51099944114685,0.18698835372924805,200,0,2,195.37703275680542,4.413663864135742,22.358290672302246,no
0.9446367831620414,orpha,3,47,50,1,31.111552476882935,0.18000102043151855,200,0,2,292.7961735725403,6.245001316070557,22.358290672302246,no
0.9274725070073988,orpha,4,48,50,1,20.05996322631836,0.15103912353515625,200,0,2,87.67566251754761,3.420027494430542,25.88601517677307,no
0.9268993522890836,orpha,4,49,50,1,23.266991138458252,0.19200420379638672,200,0,2,184.747567653656,3.9990053176879883,25.88601517677307,no
0.92647351076993,orpha,4,50,50,1,27.94479203224182,0.18900322914123535,200,0,2,272.5857765674591,4.474003553390503,25.88601517677307,no
0.930913771116891,orpha,4,51,50,1,28.778996467590332,0.18899917602539062,200,0,2,101.6599988937378,4.989975452423096,29.39400005340576,no
0.933262165096841,orpha,4,52,50,1,21.196999549865723,0.15403342247009277,200,0,2,198.70721197128296,4.009001731872559,29.39400005340576,no
0.9328538420746951,orpha,4,53,50,1,22.624994039535522,0.18500065803527832,200,0,2,244.47551798820496,3.9589977264404297,29.39400005340576,no
0.938952835786975,orpha,4,54,50,1,24.257998943328857,0.18100357055664062,200,0,2,89.18099856376648,4.752999305725098,24.85500431060791,no
0.934279784601399,orpha,4,55,50,1,22.996989727020264,0.18799972534179688,200,0,2,181.67400288581848,4.191002607345581,24.85500431060791,no
0.9371176548572007,orpha,4,56,50,1,24.326001167297363,0.1849987506866455,200,0,2,255.0702714920044,3.83799409866333,24.85500431060791,no
0.9421629504305447,orpha,4,57,50,1,27.181398391723633,0.1849977970123291,200,0,2,94.07858729362488,3.9749960899353027,29.275007724761963,no
0.9400758503573142,orpha,4,58,50,1,25.04500126838684,0.19699931144714355,200,0,2,163.8410520553589,4.9809956550598145,29.275007724761963,no
0.9391113860761093,orpha,4,59,50,1,17.691997051239014,0.15000462532043457,200,0,2,223.36683678627014,3.0629794597625732,29.275007724761963,no
0.9275906542764071,orpha,5,60,50,1,33.18899655342102,0.17200279235839844,200,0,2,78.43490862846375,5.557999849319458,18.28700065612793,no
0.9302960468169996,orpha,5,61,50,1,22.89499568939209,0.19603300094604492,200,0,2,169.01373147964478,3.808007001876831,18.28700065612793,no
0.9332648165450368,orpha,5,62,50,1,23.845993041992188,0.17699861526489258,200,0,2,254.16236519813538,4.14398717880249,18.28700065612793,no
0.9388832352718366,orpha,5,63,50,1,18.427997589111328,0.1479966640472412,200,0,2,78.52336883544922,2.979001998901367,23.343341588974,no
0.9390390709830561,orpha,5,64,50,1,20.792309999465942,0.15399813652038574,200,0,2,139.6454734802246,3.260998487472534,23.343341588974,no
0.9412979785863993,orpha,5,65,50,1,26.43999743461609,0.16900110244750977,200,0,2,247.27866530418396,4.386995315551758,23.343341588974,no
0.9294482146915481,orpha,5,66,50,1,27.460999488830566,0.1770017147064209,200,0,2,91.71900773048401,3.9309887886047363,29.6123149394989,no
0.9301477866720538,orpha,5,67,50,1,25.849996089935303,0.1770012378692627,200,0,2,182.2398111820221,4.793002128601074,29.6123149394989,no
0.9298385457437944,orpha,5,68,50,1,17.58799934387207,0.1459975242614746,200,0,2,249.46735334396362,3.1089890003204346,29.6123149394989,no
0.9150035036994015,orpha,5,69,50,1,26.260003566741943,0.15103650093078613,200,0,2,86.58695864677429,4.381995439529419,22.690003156661987,no
0.9149487386682155,orpha,5,70,50,1,21.56899929046631,0.1620008945465088,200,0,2,162.8862009048462,4.139005661010742,22.690003156661987,no
0.9156794651650211,orpha,5,71,50,1,24.302995443344116,0.20300030708312988,200,0,2,250.84905171394348,4.4680023193359375,22.690003156661987,no
